id,city_id,city_name,country_name,name,description,short_description,latitude,longitude,location,type,created_at
463,92,Yerevan,Armenia,Tavern Yerevan Restaurant,"{'Info': ['Tavern Yerevan is a traditional Armenian restaurant located in the heart of Yerevan, offering an authentic Armenian dining experience.'], 'Restaurant Features': ['Cozy atmosphere, traditional Armenian décor, live folk music, and an extensive wine list.'], 'Main Dishes': ['Khorovats (Armenian Barbecue).', 'Dolma (stuffed grape leaves).', 'Lavash (flatbread).', 'Shashlik (grilled meat).'], 'Working Hours': ['10:00 am - 12:00 am.']}",A lively restaurant offering traditional Armenian cuisine and cultural ambiance.,40.179007,44.4338623,https://maps.app.goo.gl/sY1t8Z84YDyuar9B6,restaurant,2025-03-06T22:51:22.000000Z
863,93,Dushanbe,Tajikistan,GUEST HOUSE AMIR INN,"{'Location:': [""The guesthouse, Amir, is located on Aini 46 Street, Doshnbeh, Tajikistan, about 3.8 km from Doshnbe's cable car.""], 'Facilities and services:': ['Free Wi -Fi: Available all over the property.', '24 hours a reception office: to meet the needs of guests at any time.', 'Room service: available for guest convenience.', 'Airport transport service: to facilitate the arrival and departure of guests.'], 'Rooms: The rooms in the hospitality house are distinguished by the presence of:': ['Air conditioning: to ensure the convenience of guests.', 'Flat -screen TV: to entertain guests.', 'Private bathroom: equipped with a bathtub, with his hands, and slippers.', 'Sharafa: overlooking the city or the inner courtyard.'], 'Near tourist places:': ['Rhodaki Park (about 2 km)', 'Tajikistan National Museum (about 2.5 km)', 'Dosti Square (about 3 km)']}","Amir Inn Guest House offers a comfortable stay in a central location in Dushanbe, close to tourist attractions and essential services.",38.5627252,68.8038957,https://maps.app.goo.gl/7vXb1eK8dnqpu6qZA,hotel,2025-03-06T22:40:41.000000Z
546,92,Yerevan,Armenia,St. Astvatsatsin Kathoghike Church,"{'Information': ['The St. Astvatsatsin Kathoghike Church is an Armenian Apostolic church located in Yerevan.', 'Built in the 17th century, it is one of the oldest churches in the city.'], 'Key Features': ['Traditional Armenian architectural style.', 'Surrounded by historical landmarks.'], 'Working Hours': ['Monday to Sunday: 9:00 AM - 6:00 PM (subject to change based on religious services or special events).']}",A historic church representing Armenian spiritual heritage.,40.1843425,44.5164272,https://maps.app.goo.gl/FJTJiCCBcsdnz76p6,tourist place,2025-03-06T22:34:01.000000Z
862,93,Dushanbe,Tajikistan,"Hotel ""777""","{'Location:': ['The 777 Hotel is located on Hussein Zadeh Street 18, Doshnbeh, Tajikistan, about 2.6 km from the Doshnbeh cable car.'], 'Facilities and services:': ['Free Wi -Fi: Available throughout the hotel.', 'Free parking: available to guests.', '24 -hour front desk: to meet the needs of guests at any time.', 'Restaurant and Bar: They offer a variety of dishes and drinks.', 'Room service: available for guest convenience.', 'Airport transport service: to facilitate the arrival and departure of guests.'], 'Rooms: The rooms at the 777 Hotel are characterized by:': ['Air conditioning: to ensure the convenience of guests.', 'Flat TV with satellite channels: to entertain guests.', 'Work office: For those who need space to work.', 'Wooding wardrobe: to store luggage and clothes.', 'Private bathroom: equipped with free bath supplies.'], 'Near tourist places:': ['Rhodaki Park (about 2 km)', 'Tajikistan National Museum (about 2.5 km)', 'Dosti Square (about 3 km)', 'Green Market (about 2.8 km)', 'The cable car in Doshnbeh (about 3 km)']}","The 777 Hotel in Dushanbe provides comfortable accommodation on a central site, close to tourist attractions, with distinguished services for guests.",38.5685628,68.7857463,https://maps.app.goo.gl/DmieyfVmNbiWSXT6A,hotel,2025-03-06T22:30:08.000000Z
861,93,Dushanbe,Tajikistan,Zara Hotel,"{'Location:': ['The hotel is located on COVETSKIY 28 Street, Doshnbeh, 3 km from the city center.'], 'Facilities and services:': ['Free Wi -Fi is available throughout the hotel.', 'Free parking for guests.', 'A 24 -hour reception office to meet the needs of guests at any time.'], 'Rooms:': ['The rooms have air conditioning to ensure the comfort of guests.', 'A flat -screen TV with satellite channels for entertainment.', 'Mini bar and electric kettle to provide comfort.', 'A private bathroom equipped with free toiletries and a hair dryer.'], 'Near tourist places:': ['Rhodaki Park (about 3 km) - one of the most beautiful gardens in Doshnbeh is ideal for hiking and relaxation.', 'Tajikistan National Museum (about 3.5 km) - it includes exhibits on the history and culture of Tajikistan.', 'Dosti Square (about 3.2 km) - contains the statue of Ismail Samani, one of the most important landmarks in the city.', 'The cable car in Doshnbeh (about 2.8 km) - provides great views of the city from the top.']}",The Zara Hotel in Doshnbeh provides comfortable accommodation with a location close to the airport and tourist attractions with distinctive basic services.,38.5719763,68.7753662,https://maps.app.goo.gl/cAwbKeyusvWvp15N6,hotel,2025-03-06T22:21:18.000000Z
860,93,Dushanbe,Tajikistan,Atlas Hotel,"{'Location:': ['The Atlas Hotel is located in Doshnbeh, 1.3 km from the Doshnbee cable car, which makes it close to the city center and tourist attractions.'], 'Facilities and services:': ['Free Wi -Fi: Available throughout the hotel.', 'Free parking: available to guests.', '24 hours a reception office: to meet the needs of guests at any time.', 'Fitness Center: For those who want to exercise during their stay.', 'Transport services: The hotel provides shuttle services for guest convenience.'], 'Rooms: The rooms in the Atlas Hotel are characterized by comfort and good equipment, as each room contains:': ['Air conditioning: to ensure the convenience of guests.', 'Sitting area: to relax and watch TV.', 'Flat TV with satellite channels: to provide entertainment.', 'Mini bar and electric kettle: to prepare drinks and snacks.', 'Private bathroom: equipped with free toiletries and a hair dryer.'], 'Near tourist places:': ['Rhodaki Park: To enjoy the landscape.', 'Tajikistan National Museum: to discover the history and culture of the country.', 'Dosti Square: to see the statue of Ismail Samani.']}",Atlas Hotel in Dushanbe provides comfortable stay with distinguished services and a central location close to tourist attractions.,38.565915,68.8096025,https://maps.app.goo.gl/JzgxqR9e3v5uduaQ9,hotel,2025-03-06T22:13:19.000000Z
859,93,Dushanbe,Tajikistan,Hotel Taj Palace,"{'Location:': ['Mirzo Tursunzoda 21b, Doshnbeh, Tajikistan.', ""The hotel is located in a central location near the city's tourist attractions and services in the city.""], 'Facilities and services:': ['Comfortable rooms with elegant design.', 'A restaurant serves local and international cuisine.', 'Free Wi -Fi service.', 'Parking available.', '24 -hour front desk.'], 'Rooms:': ['Standard and distinctive rooms suitable for individuals and families.', 'Modern equipment includes air conditioning, TV, and minibar.', 'Private bathrooms equipped with free supplies.'], 'Near tourist places:': ['Rhodaki Park (1.5 km)', 'Dostity Square and the statue of Ismail Samani (2 km)', 'Tajikistan National Museum (2.5 km)', 'Green Bazaar (3 km)']}",A comfortable hotel in Doshnbeh provides high -end accommodation on a central location and good services near the main tourist attractions.,38.5740193,68.7920871,https://maps.app.goo.gl/3sfTb96ZPQsWDrA39,hotel,2025-03-06T21:57:19.000000Z
858,93,Dushanbe,Tajikistan,Serena Hotel,"{'Location:': ['The Doshnbeh Serena is a five -star luxury hotel located in the heart of the city of Doshnbeh, Tajikistan, and it is part of the famous Serena series in South, Central Asia and East Africa.'], 'Facilities and services:': ['External pool: provides a refreshing relaxation experience for guests.', 'Spa and wellness center: to provide various massage treatments and recreation services.', 'Fitness Center: Equipped with the latest sports equipment.', 'Restaurants and bars: offers a variety of local and international cuisine.', 'Free Wi -Fi: Available throughout the hotel.', 'Free airport transport service: to provide additional comfort for guests.'], 'Types of rooms:': ['Deluxe room', 'Premier Room', 'Junior Wing', 'The executive wing', 'The presidential wing', 'All rooms are equipped with air conditioning, free internet, treasury, and luxury bathroom to ensure a comfortable stay.'], 'Near tourist places:': ['Rhodaki Park (1.5 km)', 'Dosti Square (1.7 km)', 'Tajikistan National Museum (2 km)', 'Green Bazaar (2.2 km)']}",A luxurious hotel in the heart of Doshnbeh provides high -end accommodation with distinguished services and its proximity to the famous tourist attractions.,38.5641361,68.7954304,https://maps.app.goo.gl/y6xsMugPmcXNrbLq7,hotel,2025-03-06T21:48:34.000000Z
545,92,Yerevan,Armenia,State Museum of Nature of Armenia,"{'Information': ['The State Museum of Nature of Armenia is a museum dedicated to the natural history and biodiversity of Armenia. It showcases the country’s flora, fauna, minerals, and geological features.', ""The museum plays an essential role in preserving and exhibiting Armenia's rich natural heritage. It helps raise awareness about environmental conservation and serves as an educational center for students and researchers.""], 'Key Features': ['Displays of Armenian flora and fauna, including rare and endangered species.', 'Collections of minerals, fossils, and rocks from Armenia’s diverse geology.', ""Exhibits on the region's biodiversity and ecosystems."", 'Educational programs and temporary exhibitions on environmental topics.'], 'Working Hours': ['Tuesday to Saturday: 10:00 AM - 5:00 PM.', 'Closed on Sundays and Mondays.']}","The Museum of Nature in Armenia displays biological diversity, minerals and local natural factions.",40.165684,44.5101357,https://maps.app.goo.gl/isTCPRhu5Sssxqfi7,tourist place,2025-03-06T21:45:53.000000Z
857,93,Dushanbe,Tajikistan,Hotel Sharq,"{'Location:': [""Sharq Hotel is a 4 -star hotel located in Doshnbeh, Tajikistan, about 4 kilometers from Doshnbe's cable car.""], 'Facilities and services:': ['Fitness Center: Full equipped.', 'Free private parking: available to guests.', 'Garden and a common hall: to relax and communicate.', 'Free Wi -Fi: Available throughout the hotel.', 'A 24 -hour front desk: to meet the needs of the guests.', 'Currency conversion service: available to guests.'], 'Rooms: The rooms feature a comfortable design and contain:': ['Air conditioning', 'TV with a flat screen with satellite channels', 'A refrigerator and electric kettle', 'A private bathroom equipped with free bathing supplies', 'Work office and treasury'], 'Near tourist places:': ['Rodaki Park', 'Tajikistan National Museum', 'Dosti Square (Friendship Square)']}","Sharq Hotel in Dushanbe provides comfortable accommodation with high -end services, near tourist attractions and airport.",38.5658481,68.8073226,https://maps.app.goo.gl/BCXTvMEFvfK1XiKKA,hotel,2025-03-06T21:38:40.000000Z
544,92,Yerevan,Armenia,YEGISHE CHARENTS HOUSE-MUSEUM,"{'Information': ['The Yegishe Charents House-Museum is dedicated to the life and works of Yegishe Charents, a renowned Armenian poet and national hero who is known for his contributions to modern Armenian literature.', ""Yegishe Charents was one of the most influential Armenian poets of the 20th century, whose works captured the spirit of the Armenian people's struggle for independence and their cultural identity.""], 'Key Features': ['Personal items and manuscripts of Yegishe Charents.', 'A collection of his poems, letters, and diaries.', 'Exhibits on the historical and political context of his works.', ""Information on Charents' involvement in Armenia's literary and cultural renaissance.""], 'Working Hours': ['Tuesday to Saturday: 10:00 AM - 5:00 PM.', 'Closed on Sundays and Mondays.']}","The Yegishe Charents House-Museum offers a rich cultural experience, allowing visitors to explore the life, legacy, and poetry of one of Armenia’s greatest literary figures.",40.1826321,44.5068075,https://maps.app.goo.gl/LU3PMotmAL9Qpvm97,tourist place,2025-03-06T21:27:25.000000Z
543,92,Yerevan,Armenia,HOUSE-MUSEUM OF HOVHANNES TUMANYAN,"{'Information': ['The Hovhannes Toumanian Museum is dedicated to the life and works of Hovhannes Toumanian, a prominent Armenian poet, public figure, and national hero, known for his contributions to Armenian literature and folklore.', ""The museum was established to honor Toumanian's literary legacy. It is housed in his former residence and showcases his poetry, personal items, and documents related to his life. Toumanian’s works have had a significant impact on Armenian culture, and he is often regarded as the national poet of Armenia.""], 'Key Features': ['A collection of original manuscripts, letters, and personal belongings of Hovhannes Toumanian.', 'A large display of his literary works, including poems, stories, and plays.', ""Exhibits highlighting Toumanian's influence on Armenian literature and culture."", 'Photos and artifacts from his family life and public career.', 'Special events, lectures, and poetry readings.'], 'Working Hours': ['Tuesday to Saturday: 10:00 AM - 5:00 PM.', 'Closed on Sundays and Mondays.']}","The Hovhannes Toumanian Museum offers a deep dive into the life and poetry of one of Armenia's greatest literary figures, providing visitors with a chance to explore his lasting legacy in Armenian literature.",40.5626167,43.8106377,https://maps.app.goo.gl/RsDdDRwVuEjnFTfm8,tourist place,2025-03-06T21:20:12.000000Z
856,93,Dushanbe,Tajikistan,Kiropol Airport Hotel,"{'Location:': ['The hotel is located on Nizarshouv Street 143, Doshnbeh, 734012, Tajikistan'], 'Facilities and services:': ['Free transportation service to the airport: The hotel provides free airport service to the airport 24 hours.', 'Restaurant and Bar: The hotel offers various options of food and drinks.', 'Free Wi -Fi: Available throughout the hotel.', 'A 24 -hour front desk: to meet the needs of guests at any time.', 'Washing services: available for guest convenience.', 'Free parking: available to guests.'], 'Rooms: The rooms at the Kiropol Airbport Hotel feature a comfortable design and include:': ['Quinn Room: It has a comfortable bed, panoramic windows, a flat -screen TV, a wide bathroom and a minibar.', 'King Superior Room: Provides an additional space with the same amenities mentioned above.', 'Twin room: suitable for friends or colleagues, with two comfortable beds and the same facilities.'], 'Near tourist places:': [""Victory Park: It is 5 minutes' drive from the hotel, which is an ideal place to relax and enjoy nature."", 'Tajikistan National Museum: It is a short car, and displays the history and culture of the country.']}",The Kiropol Airpport Hotel in Dushanbe provides comfortable stay near the airport with distinguished services and modern facilities.,38.5580868,68.8084037,https://maps.app.goo.gl/Bw4e2G3BvBSUaW4J9,hotel,2025-03-06T21:13:33.000000Z
542,92,Yerevan,Armenia,Modern Art Museum,"{'Information': ['The Yerevan Museum of Modern Art is a prominent institution dedicated to contemporary art, showcasing both local and international artists.', 'Founded in 2004, the museum is a key player in promoting contemporary and modern art in Armenia and regularly features innovative exhibitions.'], 'Key Features': ['Exhibitions of contemporary and modern visual art from Armenia and abroad.', 'Focus on painting, sculpture, photography, and multimedia art.', 'Organizes temporary exhibitions, workshops, and cultural events.', 'Permanent collection showcasing the evolution of modern Armenian art.', 'Educational programs and art-related publications.'], 'Working Hours': ['Monday to Friday: 11:00 AM - 6:00 PM.', 'Saturday: 12:00 PM - 4:00 PM.', 'Closed on Sundays.']}","The Yerevan Museum of Modern Art offers a rich and diverse collection of contemporary art, making it a key destination for art lovers visiting the city.",40.1800058,44.5032678,https://maps.app.goo.gl/S6wZ5Yhpi48jZY31A,tourist place,2025-03-06T21:05:56.000000Z
